CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
101001109412,06/16/2014 11:03:03 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,366 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,RC,366 Centre St,02130,42.32217,-71.10859,Constituent Call
101001109367,06/16/2014 10:26:59 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,218 Callender St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1412,R1,218 Callender St,02124,42.2885,-71.08861,Constituent Call
101001109353,06/16/2014 10:19:52 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,34 Upton St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 9,901,R4,34 Upton St,02118,42.34246,-71.07253,Constituent Call
101001109246,06/16/2014 09:10:24 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,29 Alpha Rd  Dorchester  MA  02124,8,07,4,C11,Dorchester,9,Ward 17,1703,R3,29 Alpha Rd,02124,42.29603,-71.06854,Constituent Call
101001109236,06/16/2014 08:58:07 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Dresden St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,R2,4 Dresden St,02130,42.31718,-71.10718,Self Service
101001109212,06/16/2014 08:24:20 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,74 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,R4,74 E Brookline St,02118,42.33783,-71.0701,Constituent Call
101001109197,06/16/2014 07:51:50 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,27 Dix St  Dorchester  MA  02122,7,07,3,C11,Dorchester,7,Ward 16,1604,CM,27 Dix St,02122,42.29504,-71.06022,Constituent Call
101001108813,06/14/2014 10:19:39 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Houghton St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1605,CM,4 Houghton St,02122,42.295904,-71.052934,Constituent Call
101001108770,06/14/2014 01:36:58 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,21 Cawfield St  Dorchester  MA  02125,7,03,7,B2,Dorchester,13,Ward 7,710,CD,21 Cawfield St,02125,42.32032,-71.0635,Self Service
101001108452,06/13/2014 11:55:09 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,35 Parley Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1905,R2,35 Parley Ave,02130,42.31434,-71.11163,Constituent Call
101001108408,06/13/2014 11:06:38 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Sever St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,02,, ,16 Sever St,02129,42.3594,-71.0587,Self Service
101001108348,06/13/2014 10:02:08 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,662-662A Tremont St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 9,901,CM,662-662A Tremont St,02118,42.34155,-71.07562,Constituent Call
101001108340,06/13/2014 09:57:53 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,45 Brookford St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1301,R3,45 Brookford St,02125,42.31801,-71.07485,Constituent Call
101001108324,06/13/2014 09:45:27 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Lombard St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1608,R1,10 Lombard St,02124,42.2858,-71.06214,Constituent Call
101001108180,06/12/2014 08:29:09 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1901,R3,9 Forbes St,02130,42.321968,-71.108137,Self Service
101001108149,06/12/2014 07:08:50 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,57 Mount Vernon St  Dorchester  MA  02125,6,03,2,C6,Dorchester,5,Ward 7,708,R1,57 Mount Vernon St,02125,42.32148,-71.05612,Self Service
101001108064,06/12/2014 03:28:16 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,166 Boston St  Dorchester  MA  02125,6,03,2,C6,Dorchester,5,Ward 7,708,CM,166 Boston St,02125,42.32389,-71.05976,Constituent Call
101001107915,06/12/2014 12:11:17 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,43-45 Jones Ave  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1413,R1,43-45 Jones Ave,02124,42.286415,-71.083856,Constituent Call
101001107852,06/12/2014 10:57:13 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,134 Greenwood St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1402,R3,134 Greenwood St,02121,42.29739,-71.07935,Constituent Call
101001107820,06/12/2014 10:27:02 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1534 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2110,R4,1534 Commonwealth Ave,02135,42.34511,-71.1414,Constituent Call
101001107720,06/12/2014 08:34:10 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Houghton St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1605,CM,4 Houghton St,02122,42.295904,-71.052934,Constituent Call
101001107703,06/12/2014 07:34:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,24 Chester St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,R1,24 Chester St,02134,42.35158,-71.12888,Constituent Call
101001107702,06/12/2014 07:31:26 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,18 Pratt St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R1,18 Pratt St,02134,42.35508,-71.12935,Constituent Call
101001107701,06/12/2014 07:29:34 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Pratt St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R1,16 Pratt St,02134,42.35507,-71.12951,Constituent Call
101001107699,06/12/2014 07:27:59 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44 Prince St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,CM,44 Prince St,02113,42.36457,-71.054877,Constituent Call
101001107626,06/11/2014 07:30:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,35 Olney St  Dorchester  MA  02121,7,03,4,C11,Dorchester,8,Ward 15,1502,R3,35 Olney St,02121,42.30569,-71.07039,Constituent Call
101001107384,06/11/2014 01:51:33 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,29 Speedwell St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1507,R1,29 Speedwell St,02122,42.30413,-71.0669,Constituent Call
101001107345,06/11/2014 01:19:26 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Fleet St & Moon St  Boston  MA  ,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,,INTERSECTION Fleet St & Moon St,,42.28373,-71.07624,Constituent Call
101001107272,06/11/2014 12:01:13 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19-23 Garden St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,CM,19-23 Garden St,02114,42.36073,-71.06707,Constituent Call
101001107204,06/11/2014 10:41:57 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,93 Chelsea St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,202,E,93 Chelsea St,02129,42.373332,-71.055073,Constituent Call
101001107197,06/11/2014 10:36:33 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,25 Thornley St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1309,R3,25 Thornley St,02125,42.31443,-71.05905,Constituent Call
101001107186,06/11/2014 10:28:46 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,CM,1 Saint George St,02118,42.33863,-71.07155,Constituent Call
101001106862,06/10/2014 07:40:12 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1 Champney Pl  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,A,1 Champney Pl,02114,42.359793,-71.068037,Constituent Call
101001106785,06/10/2014 04:19:04 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,5 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,08,802,E,5 Saint George St,02118,42.338447,-71.071714,Self Service
101001106710,06/10/2014 02:54:04 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,250 Cambridge St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,EA,250 Cambridge St,02114,42.360942,-71.067313,Constituent Call
101001106706,06/10/2014 02:51:21 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Fessenden St & Norfolk St  Mattapan  MA  ,8,07,4,B3,Greater Mattapan,9,Ward 18,1802,,INTERSECTION Fessenden St & Norfolk St,,42.263206,-71.122143,Constituent Call
101001106700,06/10/2014 02:48:41 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,164 Florence St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1913,R2,164 Florence St,02131,42.287766,-71.122086,Constituent Call
101001106513,06/10/2014 11:52:26 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Dorchester Ave & Mount Vernon St  Dorchester  MA  ,6,03,2,C6,Dorchester,5,Ward 7,708,,INTERSECTION Dorchester Ave & Mount Vernon St,,42.34648,-71.07027,Self Service
101001106442,06/10/2014 10:41:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,26 School St  Jamaica Plain  MA  02130,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,R4,26 School St,02130,42.31297,-71.09732,Constituent Call
101001106160,06/09/2014 07:22:45 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,33 Princeton St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,106,R4,33 Princeton St,02128,42.3767,-71.0377,Constituent Call
101001106153,06/09/2014 07:10:26 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Hillock St & Orange St  Roslindale  MA  ,12,06,5,E5,Roslindale,10,Ward 20,2002,,INTERSECTION Hillock St & Orange St,,42.3541,-71.05228,Constituent Call
101001106083,06/09/2014 04:21:43 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,76 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,R3,76 E Brookline St,02118,42.33778,-71.07004,Self Service
101001105964,06/09/2014 02:35:07 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,47 Strathmore Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R3,47 Strathmore Rd,02135,42.33775,-71.14717,Constituent Call
101001105955,06/09/2014 02:29:20 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,45 Strathmore Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,A,45 Strathmore Rd,02135,42.33765,-71.147153,Constituent Call
101001105952,06/09/2014 02:26:46 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,48 Englewood Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R3,48 Englewood Ave,02135,42.33789,-71.14714,Constituent Call
101001105949,06/09/2014 02:24:12 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,46 Englewood Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,A,46 Englewood Ave,02135,42.33785,-71.14693,Constituent Call
101001105946,06/09/2014 02:22:05 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,45 Englewood Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,R4,45 Englewood Ave,02135,42.33825,-71.14703,Constituent Call
101001105935,06/09/2014 02:11:45 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,297 Bolton St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,604,R1,297 Bolton St,02127,42.33682,-71.04502,Constituent Call
101001105812,06/09/2014 12:18:59 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,28 Fifield St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1504,R1,28 Fifield St,02122,42.30968,-71.06306,Constituent Call
101001105708,06/09/2014 10:56:29 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,84 Bailey St  Dorchester  MA  02124,8,07,4,C11,Dorchester,8,Ward 17,1711,R3,84 Bailey St,02124,42.28501,-71.06522,Constituent Call
101001105685,06/09/2014 10:32:21 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1820 Commonwealth Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2115,A,1820 Commonwealth Ave,02135,42.33974,-71.15123,Self Service
101001105573,06/09/2014 09:17:23 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,26 Ashley St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,113,R3,26 Ashley St,02128,42.38784,-71.00525,Constituent Call
101001105551,06/09/2014 09:02:51 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Boston St & Rawson St  Dorchester  MA  ,6,03,2,C6,Dorchester,5,Ward 7,708,,INTERSECTION Boston St & Rawson St,,42.38167,-71.06949,Self Service
101001105501,06/09/2014 08:30:49 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Hillock St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R2,16 Hillock St,02131,42.28351,-71.13821,Constituent Call
101001105432,06/09/2014 07:18:25 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Sheafe St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,302,R4,17 Sheafe St,02113,42.366322,-71.055597,Constituent Call
101001105294,06/08/2014 05:32:08 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD, ,, ,, , ,, ,, ,,,42.3594,-71.0587,Constituent Call
101001105096,06/07/2014 09:11:07 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,44 Princeton St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,107,R1,44 Princeton St,02128,42.3771,-71.03764,Constituent Call
101001104902,06/07/2014 09:02:06 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,866 E Fifth St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,609,CM,866 E Fifth St,02127,42.33428,-71.02583,Constituent Call
101001104886,06/07/2014 08:02:38 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,31 Paisley Park  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1601,R2,31 Paisley Park,02124,42.29704,-71.06313,Constituent Call
101001104805,06/06/2014 07:03:15 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,188-190 Sumner St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,103,RC,188-190 Sumner St,02128,42.36926,-71.04023,Self Service
101001104802,06/06/2014 06:57:26 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,42 Lyon St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,R4,42 Lyon St,02122,42.30604,-71.06093,Constituent Call
101001104567,06/06/2014 01:55:05 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,527 E Sixth St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,702,R3,527 E Sixth St,02127,42.33291,-71.03934,Constituent Call
101001104397,06/06/2014 11:14:21 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,53 Savin Hill Ave  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1506,R3,53 Savin Hill Ave,02125,42.31268,-71.05627,Constituent Call
101001104336,06/06/2014 10:17:31 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Hanover St & Tileston St  Boston  MA  ,3,1B,1,A1,Downtown / Financial District,3,Ward 3,301,,INTERSECTION Hanover St & Tileston St,,42.29998,-71.11572,Constituent Call
101001104114,06/05/2014 07:58:38 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Stanwood St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,R2,8 Stanwood St,02121,42.31014,-71.08138,Constituent Call
101001103849,06/05/2014 12:22:01 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Beach St & Knapp St  Boston  MA  ,4,1C,2,A1,Downtown / Financial District,4,Ward 3,308,,INTERSECTION Beach St & Knapp St,,42.358312,-71.134748,Constituent Call
101001103601,06/05/2014 07:28:59 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,111 Brunswick St  Dorchester  MA  02121,7,03,4,B2,Roxbury,13,Ward 14,1401,R3,111 Brunswick St,02121,42.31042,-71.07932,Constituent Call
101001103599,06/05/2014 07:27:23 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,348 Bowdoin St  Dorchester  MA  02125,7,03,3,C11,Dorchester,8,Ward 15,1504,CM,348 Bowdoin St,02125,42.30877,-71.06467,Constituent Call
101001103362,06/04/2014 03:30:08 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Moon St  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,R4,6 Moon St,02113,42.36407,-71.05304,Constituent Call
101001103144,06/04/2014 11:58:52 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,45 Sargent St  Dorchester  MA  02125,7,03,7,B2,Roxbury,13,Ward 13,1304,R2,45 Sargent St,02125,42.31488,-71.07386,Constituent Call
101001103012,06/04/2014 09:44:32 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,221-227 Border St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,106,C,221-227 Border St,02128,42.37585,-71.03959,Constituent Call
101001102911,06/04/2014 08:04:14 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Ashford St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R2,17 Ashford St,02134,42.35419,-71.12892,Constituent Call
101001102868,06/04/2014 05:46:31 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,424 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R2,424 Centre St,02130,42.320292,-71.110736,Self Service
101001102391,06/03/2014 11:09:26 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,215 Stimson St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2015,R1,215 Stimson St,02132,42.26343,-71.16654,Constituent Call
101001102320,06/03/2014 10:20:31 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,856-868 Dorchester Ave  Dorchester  MA  02125,6,03,2,C6,Dorchester,5,Ward 7,708,RC,856-868 Dorchester Ave,02125,42.321424,-71.05653,Constituent Call
101001102314,06/03/2014 10:19:04 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Westville St  Dorchester  MA  02124,7,03,4,C11,Dorchester,8,Ward 15,1505,R2,16 Westville St,02124,42.30015,-71.07172,Constituent Call
101001102310,06/03/2014 10:15:55 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,58 S Russell St  Boston  MA  02114,3,1B,1,A1,Beacon Hill,3,Ward 3,306,A,58 S Russell St,02114,42.359584,-71.06582,Self Service
101001102181,06/03/2014 08:19:06 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Houghton St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1605,CM,4 Houghton St,02122,42.295904,-71.052934,Constituent Call
101001102077,06/02/2014 08:16:57 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1901,R3,9 Forbes St,02130,42.321968,-71.108137,Self Service
101001102004,06/02/2014 04:59:27 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,7 Germania St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1106,R2,7 Germania St,02130,42.31401,-71.10179,Constituent Call
101001101983,06/02/2014 04:35:14 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 W Seventh St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,E,10 W Seventh St,02127,42.33813,-71.05648,Constituent Call
101001101843,06/02/2014 02:39:43 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,50 Gardner St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2104,R2,50 Gardner St,02134,42.35386,-71.12886,Constituent Call
101001101785,06/02/2014 01:41:35 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1041 Dorchester Ave  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1308,R3,1041 Dorchester Ave,02125,42.3151,-71.05699,Constituent Call
101001101768,06/02/2014 01:24:29 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,15 Lindall Pl  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,504,R1,15 Lindall Pl,02114,42.36047,-71.0694,Constituent Call
101001101708,06/02/2014 12:28:53 PM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD, ,, ,, , ,, ,, ,,,42.3594,-71.0587,Constituent Call
101001101664,06/02/2014 11:56:26 AM,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,59 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,407,RC,59 Westland Ave,02115,42.34394,-71.08831,Constituent Call
